product_id,tn
20001,1370.9017768735353
20002,1171.189136490922
20003,834.0103169205136
20004,627.5245445747511
20005,614.6881669493923
20006,483.80292988451845
20007,387.413979746122
20008,382.20016279671404
20009,570.6489013421042
20010,432.3886208387378
20011,374.22702664057636
20012,269.7986592872717
20013,364.76001037621427
20014,335.1958014498735
20015,385.9011862771726
20016,268.150049049386
20017,269.5530859831533
20018,233.85738583608207
20019,347.5168865435396
20020,273.1034132294904
20021,269.2811850746142
20022,270.9910338803639
20023,201.4966041788751
20024,225.18798285191605
20025,247.49513954891947
20026,242.37602316521304
20027,250.00825508043087
20028,202.81480305559646
20029,206.2382495596129
20030,131.4064684673146
20031,177.27244955238345
20032,501.6451277400622
20033,146.27350269824018
20035,166.52531750545853
20037,173.87766495656717
20038,178.85195701440955
20039,153.8968938288849
20041,153.17933613131285
20042,152.59265783433966
20043,153.23980786997964
20044,158.72025440513488
20045,164.30588056371246
20046,154.45586397384398
20047,152.50945684496716
20049,170.86163082819206
20050,135.28924523022027
20051,126.63490046440278
20052,121.396670792127
20053,158.5306091986683
20054,144.40630155041865
20055,82.38571247803736
20056,90.49123699823487
20057,116.94014288350125
20058,114.69099765635539
20059,158.51007114961146
20061,131.86881942526395
20062,101.32418246726124
20063,129.43749428812373
20065,117.21402117143184
20066,105.82736245696071
20067,101.7002842268231
20068,110.71648844401287
20069,135.4764840179544
20070,104.16775668754701
20071,124.12334665864574
20072,85.87934275375937
20073,104.85185580361764
20074,83.28776285988957
20075,141.97116573480247
20076,101.39710200835393
20077,83.43544920715959
20079,42.4324230571066
20080,103.45258455261248
20081,93.11071194416938
20082,79.12631257996168
20084,139.9180019813656
20085,219.99181546024064
20086,55.35325198789544
20087,77.68511817706292
20089,193.9726443666646
20090,86.32544009210673
20091,100.25541650447025
20092,57.84258565016018
20093,89.94033510013152
20094,105.90007066825432
20095,69.20007476573996
20096,68.51320521369044
20097,57.049451380605404
20099,63.91000407116936
20100,77.76211501025303
20101,80.53226871695729
20102,43.318313057562705
20103,76.78132778059647
20106,79.16238351567908
20107,87.26736037917145
20108,67.9151198445833
20109,52.904668362578555
20111,85.25980817656203
20112,94.53454422649128
20114,66.33201437253626
