product_id,tn
20001,1483.58166
20002,1284.38728
20003,720.41739
20004,546.306937
20005,474.127456
20006,462.849508
20007,381.377403
20008,366.615656
20009,540.294095
20010,412.83803
20011,345.139168
20012,286.996842
20013,366.965643
20014,333.39295
20015,328.114512
20016,304.339904
20017,266.906178
20018,263.868209
20019,289.730463
20020,256.051752
20021,254.052887
20022,252.194415
20023,174.806203
20024,231.816662
20025,252.04773
20026,271.384333
20027,234.667631
20028,206.86611
20029,191.587418
20030,137.986123
20031,219.634096
20032,609.191737
20033,125.120732
20035,179.291475
20037,139.921463
20038,186.026929
20039,147.683877
20041,152.576699
20042,166.691085
20043,147.313727
20044,166.174393
20045,154.307021
20046,160.621296
20047,156.188186
20049,140.995525
20050,147.066876
20051,129.949116
20052,104.670841
20053,154.811602
20054,139.337385
20055,92.399021
20056,95.8784794
20057,139.416354
20058,118.35439
20059,140.6841854
20061,130.556855
20062,98.1204246
20063,134.19329
20065,119.313381
20066,129.330751
20067,112.651033
20068,117.668914
20069,134.876786
20070,114.254294
20071,127.094055
20072,89.608827
20073,115.4546646
20074,92.48734
20075,135.932742
20076,112.081574
20077,87.822801
20079,50.7532267
20080,62.506411
20081,104.54785
20082,80.137233
20084,107.386367
20085,172.054828
20086,60.0059856
20087,78.0770045
20089,147.468299
20090,77.888008
20091,97.361055
20092,68.9699846
20093,84.8471844
20094,95.176334
20095,59.8210393
20096,68.7504114
20097,64.331047
20099,71.39121
20100,42.6065497
20101,84.449178
20102,37.4384285
20103,77.920293
20106,82.067678
20107,77.042405
20108,60.0436705
20109,62.131971
20111,83.732077
20112,84.687735
20114,64.4621846
20116,62.6846924
20117,49.491409
20118,60.6167122
20119,54.202709
20120,64.9148588
20121,76.986943
20122,77.542333
20123,71.3075385
20124,56.2261205
20125,74.4144225
20126,96.486478
20127,175.803067
20129,66.640123
20130,102.2746714
20132,54.952942
20133,70.0968147
20134,70.3734933
20135,79.7379484
20137,53.3626016
20138,40.8194523
20139,68.3603778
20140,74.214657
20142,55.7395498
20143,78.1917114
20144,52.0439887
20145,60.680664
20146,37.17956
20148,70.6044625
20150,59.7109524
20151,48.4335445
20152,46.742927
20153,57.9785195
20155,55.0407154
20157,58.405237
20158,51.8745392
20159,76.246852
20160,49.6947737
20161,49.8388022
20162,55.3521463
20164,77.275077
20166,48.854993
20167,49.2141694
20168,25.4640386
20170,79.57983
20174,87.376883
20175,37.4167893
20176,39.367119
20177,41.1700003
20179,44.0150227
20180,34.7119476
20181,40.5789494
20182,33.2128544
20183,26.2142694
20184,33.9245687
20187,32.0975138
20188,34.6234064
20189,37.1654514
20192,28.500714
20193,35.9223447
20196,36.120106
20197,33.0871904
20198,35.671042
20200,34.0723658
20201,34.5225958
20202,30.896459
20203,59.344384
20205,37.169374
20206,35.8642658
20207,18.1706888
20208,33.944867
20209,30.720877
20210,74.964747
20211,17.5024069
20212,26.0788253
20213,73.3766605
20215,29.2641987
20216,15.3348184
20218,41.894776
20219,24.6302243
20220,26.6581942
20222,23.0762477
20224,26.2843658
20225,22.8695489
20226,23.7278327
20227,45.8161385
20228,9.2105189
20230,20.5501153
