product_id,tn
20001,1319.14751431504
20002,1039.6839167075518
20003,700.8714661426433
20004,517.1789329214322
20005,528.7725333686745
20006,464.3350523245347
20007,409.6064165112002
20008,390.70482058319976
20009,501.32768794990204
20010,389.2623990065579
20011,389.1539808385982
20012,317.0759388624765
20013,369.13174036283107
20014,381.1176286898108
20015,354.3639915257377
20016,299.95846811882717
20017,272.9838534384063
20018,255.00598608469957
20019,319.9900060129991
20020,281.15048446987475
20021,234.6787591569905
20022,285.8493905055956
20023,210.47405931282148
20024,221.1376200918188
20025,224.0099427680676
20026,233.10378525424906
20027,227.1722818544313
20028,204.55513196714784
20029,183.63127703375295
20030,148.55026880572763
20031,194.77655858765712
20033,131.84090319836787
20035,168.45329118093176
20037,162.6075043816868
20038,169.5527214751229
20039,143.7508407311335
20041,128.77683956859636
20042,150.72804348743477
20043,132.51020886063827
20044,158.05396981385513
20045,148.96619302367696
20046,145.56242208619008
20047,159.19529574239135
20050,135.44737066319146
20051,138.25087954329624
20052,118.56520979851965
20053,152.77757683358686
20054,142.99950733284692
20055,105.04638298405683
20056,107.13748095504873
20057,134.23211687446948
20058,117.89152094631966
20059,140.63759145722878
20061,132.28860521555606
20062,104.35162202932467
20063,114.60157497658817
20065,115.76123820594727
20066,118.61838909791517
20067,110.78100417530423
20068,107.20789807581328
20069,128.45611510933225
20070,109.14388777447263
20071,113.02109506324601
20072,91.74752113167798
20073,103.54317942223699
20074,89.39538515099434
20075,135.15771637267466
20076,101.37066879764157
20077,102.4708004074269
20079,61.44160380653512
20080,96.4393401429793
20081,95.77376792599836
20082,75.651212681328
20084,105.66288151197688
20086,60.481646805794604
20087,79.67201428981467
20090,83.12722498353898
20091,104.78159800444003
20092,66.25147750396923
20093,83.58347623274852
20094,103.0932542194835
20095,68.76178592090204
20096,71.58539443634218
20097,71.17135582261494
20099,71.5783066074396
20100,65.9930793322444
20101,76.63295452223278
20102,42.202808783607836
20103,78.92495693432042
20106,71.24579993842377
20107,75.30010795637169
20108,62.13864756655112
20109,68.22607633353292
20111,77.05980159827243
20114,61.933842338859364
20116,84.64310177791829
20117,53.211482224521504
20118,61.440664438419255
20119,50.60644278851826
20120,63.68654791330776
20121,71.29610657797667
20122,72.55119491828897
20123,62.6154886131878
20124,55.35457107622474
20125,61.04802811958523
20129,65.912258677939
20132,58.454632248721225
20133,55.625858028036845
20134,58.026025327211734
20137,54.26738935642675
20138,43.57951046713019
20139,55.94020634521862
20140,56.80628260548831
20142,51.100392407486154
20144,56.76009138218892
20145,53.16623926660336
20146,43.00132535738803
20148,58.48911703086707
20151,45.83118953758242
20152,41.91925824282197
20153,47.02855644565981
20155,49.45326832348271
20157,49.27246741911422
20158,49.533368820804924
20160,50.37869737857677
20161,53.29885760688128
20162,42.13617598390585
20166,48.51138070604957
20167,41.27638416783
20168,27.812529750547952
20175,37.13067341056247
20176,38.625727630304716
20177,39.31943173602222
20179,34.013620417093875
20180,37.021744222137606
20181,40.36355036378959
20182,35.727356617077334
20183,26.758104717220267
20184,37.22150966584026
20187,33.886884484301696
20188,33.84365007410291
20189,31.800791934140452
20192,39.92294249300624
20193,36.44885394039632
20196,31.73439980145981
20197,32.756974990923126
20198,34.29041148524027
20200,31.151799603462266
20201,34.09532034696319
20205,35.34444118807739
20206,31.15496656120771
20207,21.79390324912652
20208,30.297620417759404
20209,29.67675298809468
20211,26.085021637621576
20212,25.39717759260099
20215,27.92852308160641
20216,21.249789301927475
20219,26.030314071911526
20220,26.52507868235156
20222,22.75553862361505
20224,26.139638556209256
20225,22.233020352955545
20226,23.414076593649952
20227,34.39170876596756
20228,15.037041583155355
20230,21.351714024655195
20231,22.944370726167595
20232,26.360111451833134
20233,29.114438108609598
20234,19.563806074735595
20235,33.18659353582467
20238,24.196776565669587
20239,21.987904821084783
20240,22.667672815429192
20241,21.59843612742857
20242,16.004941854750633
20244,19.440938802404613
20246,22.47023231180725
20249,20.68161893928904
20251,22.4239608106229
20252,18.794674505548286
20253,20.01509756553501
20254,21.426023000225566
20255,16.28408087607353
20256,17.91761373562734
20259,19.651353298236955
20263,20.993835556384404
20264,19.066867723012944
20265,14.522287888032976
20267,20.77812824261785
20268,19.43289120514145
20269,16.771037369663688
20270,19.907385422604595
20271,18.823899508664763
20272,17.81791984612938
20273,19.119253928831032
20275,18.507772884630313
20276,20.433039444363914
20277,18.732918811663428
20278,20.559512140823895
20280,16.469909883902787
20281,15.690893190202795
20282,18.464363279977736
20283,15.77336644065152
20284,16.609013342766126
20285,13.80531084310675
20288,16.58952706639856
20289,16.104780291569647
20290,17.001962684698775
20291,16.671843304154603
20292,15.778708422402602
20295,15.738616299783576
20296,19.767375883457692
20299,14.692635091632315
20300,18.28830167100706
20301,15.682568746955384
20302,13.013916676496164
20303,18.19578970559828
20304,12.746595003916614
20305,12.040196272143989
20307,16.039574471961615
20309,16.99704997655372
20310,16.63501417880213
20311,18.910340348969555
20313,22.048164881823066
20314,17.709259704273165
20315,16.380998164573256
20316,23.33883409695132
20317,15.05227992722551
20320,15.298788685672145
20321,18.51723210567483
20322,11.189108002689121
20324,15.091116021014937
20325,9.480724566043987
20326,15.732486090658323
20327,14.952544972994453
20328,11.836464165511433
20329,13.824474935105274
20330,15.550142786279851
20332,14.667389987932848
20335,14.056562706343088
20336,14.538809899697958
20338,13.458827285706931
20341,12.158975829563527
20342,16.423616770382726
20346,12.503488341231439
20349,14.228308261506688
20350,11.05082350959991
20352,15.617424209552606
20353,13.55734155225047
20354,14.2344330749981
20356,14.996632282219293
20357,14.992072513420752
20358,11.627420905133532
20359,14.574621679504393
20361,15.898314518759314
20362,7.862854835193704
20365,14.005866644941666
20366,12.968230816896167
20367,12.642492818809501
20372,10.04257615472671
20375,10.235635806468514
20379,9.486992170197531
20380,12.929632161982623
20381,14.870647409213273
20382,10.689270067138473
20383,9.480253197183242
20384,11.208893345554344
20385,9.9584675713525
20386,12.278446512731758
20388,10.359516214950194
20396,9.431180167603872
20398,8.955327514069248
20400,11.637161983219285
20401,11.36199978048151
20404,9.480225717677557
20406,13.0148485442976
20407,9.584242738317167
20409,6.681274958501461
20410,9.607316741748521
20411,10.283735269439068
20416,5.9167667177222745
20418,4.989788119875388
20419,10.907538993168663
20421,11.602761262459678
20422,6.237949779662282
20424,8.798294120246418
20426,6.3941795017814
20428,5.359249662853448
20429,5.788582421812484
20432,9.518422117310653
20433,11.354828428059147
20434,10.609172423554497
20438,11.774320323291468
20443,8.318603511033647
20449,5.769621825442594
20450,10.543468011843636
20456,8.091410021032035
20463,9.273836100290772
20464,6.712895931018721
20465,8.076999723045013
20466,8.671239448302927
20469,8.840232156521461
20470,8.13726096339216
20473,6.911352423112144
20474,8.376256387449622
20480,6.868152005956876
20482,7.710684032347064
20483,8.163358240269904
20484,6.152748352761923
20490,3.542875806944575
20497,6.811938983952647
20500,7.881084478530122
20502,7.1204251947331185
20505,7.3225655783814645
20509,3.935345317845769
20517,4.774061391601488
20520,6.916546213010757
20524,6.331187946945263
